STATUS,Condition,Respondent,Form Timer ⏱️,Warmup Task Time,Task Time,Tasks Completed,Time Per Task,Quiz Score,Worker ID,How many years of coding experience do you have? ,How many years of python experience do you have? ,How frequently have you written Python code in the last year?,How would you describe your expertise with asynchronous functions in Python?,Have you used the Python Asyncio library before? ,Have you used the Python Trio library before? ,"How much experience do you have using AI coding assistants (such as GitHub Copilot, Claude, ChatGPT, Cursor or similar tools that can generate or suggest code)?",PQ1: What is the primary benefit of using asynchronous programming in Python?,PQ2: What happens when the await keyword is used in an async function?,PQ3: Why is error handling important in asynchronous code?,PQ4: What is a coroutine in Python?,PQ5: What is a Semaphore?,Pre Quiz Async,PQ6: Which of the following correctly downloads and saves a text file from a URL using the requests library? ,PQ7: Consider the following function that attempts to retrieve data by ID. Which of the following code snippets correctly handles exceptions to store results in a dictionary?,Pre Quiz Coding,Timestamp,Do you want a copy of your quiz results to understand how well you've learned the Python Trio library? ,I pledge to NOT use AI for the questions in this quiz,P1: What happens when the await keyword is used in an async function?,Q1,P2: What happens to a parent task when a child task raises an unhandled exception in Trio?,Q2,"P3: Consider this function, how can you spawn this function using nursery.start_soon() and store the results? 

Briefly describe how you would call nursery.start_soon() within a trio.nursery and any modifications to example(), if applicable. ",Q3,"P4: Carefully examine this code snippet, what is the output of this code? ",Q4,P5: Read the following code and identify when each task starts and completes:  [Task 1 - Start],P5: Read the following code and identify when each task starts and completes:  [Task 1 - End],P5: Read the following code and identify when each task starts and completes:  [Task 2 - Start],P5: Read the following code and identify when each task starts and completes:  [Task 2 - End],Q5,P6: Think about which of the tasks will complete. What will you see printed? Select all that apply. ,Q6,"P7: Please select answer ""(A) 0.1s"" ",P8: Review the following asynchronous / concurrent execution code snippet and identify the bug. What will happen instead? ,Q8,"P9: Examine this code snippet, what will this program print? Briefly explain why? ",Q9,P10: The following piece of code attempts to fetch user ids. What is wrong with this code?  ,Q10,P11: Review the following code snippet and identify the bug: ,Q11,P12: This is a simple implementation of a trio parallel task processing. Identify the bug that will raise an error in this code. ,Q12,P13: Your teammate implemented Task 2 differently (see code below). They claim it handles errors because it has a try/except block and stores 'error' in the results. Will their code produce the same results dictionary as your implementation? Why or why not? ,Q13,"P14: When happens in a nursery when you call ""nursery.start_soon()""? What does the ""nursery.start_soon()"" function return? ",Q14,"P15: Briefly explain the role of the ""await"" keyword when coding with Trio: 
What does it do? 
When did you use it in this coding task? 
When should you avoid using it? ",Q15,"How did you use AI tools for the coding task?
Select the option that best describes your experience:",How useful did you find the AI tool (if you used it),What did you use AI Assistance for in this task? ,"When you TYPICALLY code (outside of this task), what percentage of time do ask AI to explain something vs ask AI to generate code? 

(1) 100% explanation - 0% code generation
(2) 80% explanation - 20% code generation
(3) 60% explanation - 40% code generation
(4) 40% explanation - 60% code generation
(5) 20 % explanation - 80% code generation
(6) 0 % explanation - 100% code generation",How much do you feel like you learned from this task? ,How much did you enjoy this learning task? ,How much effort did you use to complete each of the tasks in this study? [Warmup Task],How much effort did you use to complete each of the tasks in this study? [Trio Task ],How much effort did you use to complete each of the tasks in this study? [Post Task Quiz],Did you use AI Assistance for this quiz? ,How long did it take you to complete the quiz? ,What is your current age?,What is the highest level of education that you have completed? ,Are you currently a student? ,In what context do you do most of your programming?,I would prefer complex to simple problems,I like to have the responsibility of handling a situation that requires a lot of thinking,"Select the number ""4""",Thinking is not my idea of fun.,I would rather do something that requires little thought than something that is sure to challenge my thinking abilities. ,Do you have any comments or feedback about this learning task? ,Column 1,Fingerprint - DO NOT EDIT,Have you seen or used Trio before this task? ,I acknowledge that there are 4 sections to the quiz and will try to plan my time accordingly. ,Fingerprint - DO NOT EDIT,Fingerprint - DO NOT EDIT
COMPLETED,No AI,4Z6ZG7GNH3PQ,In time (27m 28s),6,21,2,10.5,18.50,4z6zg7gnh3pq,4-6 years,4-6 years,4 - Regularly (once or twice a week),5 - I have written basic code using asynchronous functions,Yes,No,3 - I occasionally use AI coding assistants for simple coding tasks or examples,(B) It allows for concurrent execution of I/O-bound tasks without blocking,(B) The function pauses execution and allows other tasks to run until the awaited operation completes,(C) Because errors in one async task should not crash the entire application,"(C) A function that can be paused and resumed, allowing other code to run during pauses","(B) A synchronization primitive that maintains a set of permits, limiting the number of concurrent accesses to a shared resource",4,(A),(N) I don't know,1,7/30/2025 17:27:44,Yes,Yes,(D) The function blocks all other operations until the awaited operation completes,0,"(C) The exception propagates to the parent task, typically causing it to fail",1,nursery.start_soon(example),0,Apple Lemon Orange,2,0s,1.0s,0.5s,1.5s,2,"""Task 1 ending"", ""Value Error: Task 2 fails""",1.5,(A) 0.1s,"A nursery is opened but not used since process_item is called directly instead of using start_soon. So, process_item is being awaited and is not called asynchronously as expected.",2,I don't know,0,"In process_one_user, fetch_data is not awaited.",2,I don't know,0,process_task will not run before main prints the results. nursery is defined without a with block which will lead to subsequent code running immediately rather than waiting for task completion.,2,"Since the try except block surrounds the entire creation of the trio nursery, the first error encountered will end program execution. So, while get_user_id was changed to add the ""error"" string to the dictionary, the program will only run tasks for user_id 1 and 2.",2,An asynchronous task is created to run the passed function with any provided arguments.,1,await is used to wait for a task to complete. It was used to perform blocking operations such as waiting a specific amount of time (await trio.sleep(1)) for example. It should be avoided when multiple tasks are meant to be run without waiting.,3,1,,,2,5,7,Little effort,Moderate effort,Moderate effort,No,25 minutes,26-30,Bachelor's degree,No,"At work as a professional developer, Personal projects and hobbies",2,4,4,2,2,,,aJUk5A0o,No,Yes,,
COMPLETED,No AI,T9WGJ4MWJ3YM,In time (29m 17s),4,17,2,8.5,22.50,T9WGJ4MWJ3YM,4-6 years,4-6 years,6 - Daily (as part of my regular work/activities),6 - I have significant experience writing and debugging asynchronous functions,Yes,No,4 - I regularly use AI coding assistants but primarily for code snippets or debugging help,(B) It allows for concurrent execution of I/O-bound tasks without blocking,(B) The function pauses execution and allows other tasks to run until the awaited operation completes,(A) Because async functions cannot use traditional try/except blocks,(A) A thread-based function that automatically runs in parallel with other functions,(C) A message queue system used to pass data between different asynchronous processes,3,(A),(C),2,7/30/2025 18:21:20,No,Yes,(C) The function creates a new thread to handle the awaited operation,0,"(C) The exception propagates to the parent task, typically causing it to fail",1,"In order to run this I would have to store the result of this task within some sort of data structure, which and then print the result of this at the end. To do this, I would need a helper function that would modify the data structure externally with the result of this, and then call nursery.start_soon with this helper function that then calls example, storing the result of it via an await.",2,Apple/n Lemon/n Orange,2,0s,1.0s,0.5s,1.5s,2,"""Task 1 ending"", ""Task 2 ending"", ""Value Error: Task 2 fails"", ""Main complete""",0.5,(A) 0.1s,This doesn't work because this doesn't call `nursery.start_soon()` to start the async functions. This means that the nursery goes through the entire item list and then returns an empty list at the end because the awaited `process_item` will never execute.,2,"Since the sleep is never awaited, the function simply prints ""*yawn Going to sleep"" and then ""Woke up after 0 seconds"".",2,I don't know,0,This doesn't precede the `open_nursery` call with async.,2,This just assigns nursery to `trio.open_nursery() like a variable instead of using the async with as pattern,2,"It will not produce the same results because it catches any Value Error and prints ""ValueError"" for the whole block, so there are no results.",2,"`nursery.start_soon()` returns None, and it just allows the nursery to schedule whatever function is being called with the arguments passed in, and then returns the result when the processes are finished.",2,"""await"" is used for a coroutine pattern, allowing execution to continue while the function is scheduled for execution. It's used pretty much any time you want an asynchronous function or some asynchronous execution, and should be avoided when using synchronous logic.",3,1,,,6,2,4,Very little effort,Little effort,Moderate effort,No,29,26-30,Bachelor's degree,No,At work as a professional developer,2,2,4,5,5,,,Z3h4a7Dj,No,Yes,,
COMPLETED,No AI,WFMXMR4NHDME,In time (25m 54s),6,34,1.5,22.66666667,8.50,wfmxmr4nhdme,4-6 years,1-3 years,5 - Frequently (several times a week),5 - I have written basic code using asynchronous functions,Yes,No,3 - I occasionally use AI coding assistants for simple coding tasks or examples,(B) It allows for concurrent execution of I/O-bound tasks without blocking,(B) The function pauses execution and allows other tasks to run until the awaited operation completes,(C) Because errors in one async task should not crash the entire application,"(C) A function that can be paused and resumed, allowing other code to run during pauses",(N) I don't know,4,(A),(C),2,7/30/2025 18:53:08,No,Yes,(B) The function pauses execution and allows other tasks to run until the awaited operation completes,1,(B) The parent task is notified but continues to run,0,nursery.start_soon(example),0,Apple Lemon Orange,2,0s,1.0s,0.5s,1.5s,2,"""Task 1 ending"", ""Task 3 ending"", ""Value Error: Task 2 fails"", ""Main complete""",0.5,(A) 0.1s,i don't know,0,Output: *yawn* Going to sleep Woke up after 6 seconds. Explanation: the wait time is 2*3 so 6 seconds and start time is 0s (I think),0,I don't know,0,I don't know,0,the code opens the nursery in main() but doesn't call start_soon() inside the opened nursery. ,2,I don't know,0,it calls the function ,1,tells the code to wait a number of seconds,0,1,,,2,4,5,Very high effort,Very high effort,Very high effort,No,25 minutes,31-35,Master's degree,No,"At work as a professional developer, Freelance/contract work",3,4,4,1,4,,,BEKSuOKB,No,Yes,,
COMPLETED,No AI,A3MR63CZ2766,Late (+ 1m 25s),12,27,3,9,18.00,a3mr63cz2766,7+ years,7+ years,5 - Frequently (several times a week),5 - I have written basic code using asynchronous functions,Yes,No,2 - I have tried AI coding assistants a few times but rarely use them,(B) It allows for concurrent execution of I/O-bound tasks without blocking,(B) The function pauses execution and allows other tasks to run until the awaited operation completes,(N) I don't know,"(C) A function that can be paused and resumed, allowing other code to run during pauses",(N) I don't know,3,(A),(C),2,7/30/2025 19:21:19,Yes,Yes,(B) The function pauses execution and allows other tasks to run until the awaited operation completes,1,"(C) The exception propagates to the parent task, typically causing it to fail",1,"remove the `return result` and add `global result` in the beginning of the `example` function, then call nursery.start_soon(example) ",1,"""Apple"",""Lemon"",""Orange""",2,0s,1.0s,0.5s,1.5s,2,"""Value Error: Task 2 fails""",2,(A) 0.1s,The calls to process_item will occur concurrently.  The results list will not be in the same order as items.,0,"""*yawn* Going to sleep""
""Woke up after 6 seconds!""",0,"Because `fetch_data` returns a dictionary, `all_data` will be a nested dictionary with dictionaries values for every `uid` key",0,There is not an `async` in front of the `with` block,2,The sleep time in `process_task` (2 secs) is longer than the sleep time in `main` (1 sec). The print statement will run before the `results` dict is updated.,0,"No, because it raises a ValueError in `get_user_id` that propagates to `main` which finally prints ""ValueError""",2,It adds the function argument to the event loop to be processed.  It returns None.,2,"1) It blocks the execution of the current function allowing other concurrent functions to run
2) for `sleep calls
3) when not wanting to run cuncurrently ",3,2,2,No use,2,4,6,Moderate effort,High effort,High effort,No,30,45+,Bachelor's degree,No,"At work as a professional developer, Personal projects and hobbies",4,5,4,1,2,,,i-WbFnOX,No,Yes,,
COMPLETED,No AI,NW347JQVZVEC,In time (29m 40s),3,16,2,8,23.50,NW347JQVZVEC,4-6 years,4-6 years,6 - Daily (as part of my regular work/activities),5 - I have written basic code using asynchronous functions,Yes,No,3 - I occasionally use AI coding assistants for simple coding tasks or examples,(B) It allows for concurrent execution of I/O-bound tasks without blocking,(B) The function pauses execution and allows other tasks to run until the awaited operation completes,(C) Because errors in one async task should not crash the entire application,"(C) A function that can be paused and resumed, allowing other code to run during pauses","(B) A synchronization primitive that maintains a set of permits, limiting the number of concurrent accesses to a shared resource",5,(A),(C),2,7/31/2025 7:57:54,Yes,Yes,(D) The function blocks all other operations until the awaited operation completes,0,"(C) The exception propagates to the parent task, typically causing it to fail",1,"First, I would create a context manager using the syntax `with trio.open_nursery() as nursery:`. Then, within that created context manager, I can spawn this function using `nursery.start_soon(example)` (no arguments needed to call example so no second argument given to `start_soon`).",1.5,Apple\nLemon\nOrange,2,0s,1.0s,0.5s,1.5s,2,"""Value Error: Task 2 fails""",2,(A) 0.1s,"Nothing since neither async function was called and awaited. Assuming that the intention was to call `process_data`, the code runs entirely synchronously. This is because the context manager (`nursery`) gets created but is never used with `nursery.start_soon`. Further, since using `await` on a coroutine suspends execution while that coroutine is done running, results just contains a list where the value at results[i] is double that of items[i]. ",2,"""*yawn* Going to sleep""
""Woke up after 0 seconds""
This is because the call `trio.sleep(2 * x)` is never awaited.",2,"Since the `process_one_user` never awaits the call to the asynchronous function `fetch_data(uid)`, the call just returns a coroutine. Therefore, the dictionary `all_data` just contains a mapping between `uid` and the coroutine `fetch_data(uid)`.",2,"The context manager is never awaited (i.e., it should be `async with trio.open_nursery() as nursery` instead).",2,"When `trio.open_nursery()` is called outside of a context manager, there are some functions that get called when the context manager is created and when it exits (I forgot the exact names). The function that is responsible for exiting also waits for all active child tasks to finish. Therefore, by not using a context manager here, the `process_task` function (which waits for 2 seconds) never actually runs since `main` prints the results after only 1 second.",2,"No, it will not produce the same results dictionary as my implementation. This is because trio doesn't automatically silence exceptions from running asynchronous functions. Therefore, for the first user id (i.e. 1), the `raise ValueError(f""User {user_id} not found"")` line executes, which makes its make back to `main`. In `main`, the try/except block wraps the entire context manager, which causes the `ValueError` to exit the context manager and print the empty results.",2,"In a nursery, `nursery.start_soon()` schedules the provided function to execute with the provided arguments. I don't remember what the `nursery.start_soon` function returns, but I would guess that it's the result of the asynchronous function.`",1,"The ""await"" keyword suspends execution of an asynchronous function until the awaited function finishes. It was used in this coding task rarely, as the trio context managers were mostly used. You should avoid using it if you want to schedule multiple tasks at once.",2,1,,,2,7,7,Very little effort,Moderate effort,High effort,No,29 minutes,26-30,Bachelor's degree,No,At work as a professional developer,5,5,4,1,1,,,CNmJx8up,No,Yes,,
COMPLETED,No AI,RY7QT67VYKNW,In time (26m 22s),2,14,2,7,24.00,RY7QT67VYKNW,7+ years,1-3 years,7 - Extensively (multiple hours every day as a primary focus of my work/activities),5 - I have written basic code using asynchronous functions,Yes,No,4 - I regularly use AI coding assistants but primarily for code snippets or debugging help,(B) It allows for concurrent execution of I/O-bound tasks without blocking,(B) The function pauses execution and allows other tasks to run until the awaited operation completes,(C) Because errors in one async task should not crash the entire application,(N) I don't know,"(B) A synchronization primitive that maintains a set of permits, limiting the number of concurrent accesses to a shared resource",4,(A),(C),2,7/31/2025 14:06:17,No,Yes,(B) The function pauses execution and allows other tasks to run until the awaited operation completes,1,"(C) The exception propagates to the parent task, typically causing it to fail",1,"I think the following code should do, with no modifications to example needed:

async def main():
    result = """"

    async def run_example():
        result = await example()

    async with trio.open_nursery() as nursery:
        nursery.start_soon(run_example)

    # Do what you will with result",1,"Apple, Lemon, Orange",2,0s,1.0s,0.5s,1.5s,2,"""Value Error: Task 2 fails""",2,(A) 0.1s,"Because of the await keyword, we will wait on each result before continuing, so the ""process_item"" functions won't actually run concurrently. The nursery isn't being used at all.",2,"The program will print ""*yawn* Going to sleep"" followed by ""Woke up after 6 seconds!"".

This happens since we're passing a value of 3 for x. The trio.sleep function will simulate 6 seconds of sleep, and this will be reflected in the elapsed time that we print.",0,"The ""fetch_data"" function should be called with the await keyword.",2,"Missing the async keyword before ""with trio.open_nursery()""",2,"The nursery is not being declared correctly in the ""async with"" block. Not sure if this will cause an error or unexpected behavior, but this is not the right way to use a nursery.",2,"I believe this code snippet would only print ""ValueError"". The reason here is that the try block is encasing the entire nursery, so if an error propagates from ANY of the get_user_id function calls, it will throw an exception and stop the entire thing. Since the thrown error is a ValueError, the given except will process it and print ""ValueError"".",2,The nursery.start_soon() function queues up the passed function to run as soon as resources are available. It returns None.,2,"The await keyword lets us call an asynchronous function and wait on the result before proceeding. In this task, I used it whenever I needed to store returned data. You should not use it when you want to run tasks concurrently.",3,1,,,5,5,7,Moderate effort,High effort,Very high effort,No,25 minutes,31-35,Master's degree,No,Freelance/contract work,4,4,4,1,2,,,roOgO3fh,No,Yes,,
COMPLETED,No AI,FRTQJ9FWGZEG,In time (26m 57s),4,15,2,7.5,22.50,FRTQJ9FWGZEG,7+ years,7+ years,5 - Frequently (several times a week),5 - I have written basic code using asynchronous functions,Yes,No,4 - I regularly use AI coding assistants but primarily for code snippets or debugging help,(B) It allows for concurrent execution of I/O-bound tasks without blocking,(B) The function pauses execution and allows other tasks to run until the awaited operation completes,(C) Because errors in one async task should not crash the entire application,"(C) A function that can be paused and resumed, allowing other code to run during pauses","(B) A synchronization primitive that maintains a set of permits, limiting the number of concurrent accesses to a shared resource",5,(A),(C),2,7/31/2025 14:27:39,No,Yes,(B) The function pauses execution and allows other tasks to run until the awaited operation completes,1,"(C) The exception propagates to the parent task, typically causing it to fail",1,"I would call nursery.start_soon(example, results), where results is a dictionary. I would then update the example function to associate ""Hello World"" to the key ""example"" instead of returning a value.",2,Apple\nLemon\nOrange,2,0s,1.0s,0.5s,1.5s,2,"""Task 1 ending"", ""Value Error: Task 2 fails""",1.5,(A) 0.1s,"process_item will be called sequentially for each item instead of concurrently. To run process_item concurrently, it must be invoked via nursery.run_soon(process_item, item).",2,"It will print ""*yawn* Going to sleep\nWoke up after 0 seconds!"" (or some value close to 0) because trio.sleep is an async function and should have been called with the await keyword in order to actually work as intended.",2,"The code calls the async function fetch_data without the await keyword, so the returned values will not contain the expected data. I'm not sure what they will contain, though, probably some proxy object for the coroutine? I can't tell without an external tool, which I am not allowed to use right now.",2,I can't spot any bugs apart from the needless use of a nursery to call a single async function.,0,"The nursery is being used without the with keyword, which will probably raise an error when start_soon is called outside of a context manager. I'm not 100% sure, though. At least I know that the results will either not be printed at all due to the raised error, or the results dict will be empty when printed. ",2,"It will not, because the error raised by even user IDs will propagate up the stack and then cause ""ValueError"" to be printed, followed by the results dict which should only contain the first two user IDs {1: ""User 1"", 2: ""error""}",2,"I don't know, I guess it must be some proxy object for the coroutine or a future or something. ",0,It frees up the processor so that it can work on other tasks until the async function following the await keyword finishes/returns. I used it to run async functions with trio or to wait for a certain amount of time (asynchonously) using trio.sleep. It should be avoided if no other code should run while the subject function is being executed.,3,1,,,2,3,6,Very little effort,Very little effort,Moderate effort,No,about 20-25 minutes,31-35,Master's degree,No,At work as a professional developer,5,5,4,1,1,,,dkq9rerU,No,Yes,,
COMPLETED,No AI,FQNFRME9HYTK,In time (23m 29s),5,32,2,16,8.00,FQNFRME9HYTK,4-6 years,4-6 years,5 - Frequently (several times a week),1 - I don't know what asynchronous functions are,No,No,3 - I occasionally use AI coding assistants for simple coding tasks or examples,(N) I don't know,(N) I don't know,(N) I don't know,(N) I don't know,(N) I don't know,0,(C),(C),1,7/31/2025 18:56:12,Yes,Yes,(N) I don't know,0,(N) I don't know,0,result = nursery.start_soon(example),0,Apple Lemon Orange,2,0s,1.0s,0.5s,1.5s,2,I don't know,0,(A) 0.1s,results will be empty because nursery.start_soon isn't used,0,"I do not know the exact workings of time-per_counter(), but I think it will print ""*yawn* Going to sleep"" and then ""Woke up after 6 seconds!""",0,I don't know,0,"""Task complete"" will print before ""Start"" and ""End""",0,nursery = trio.open_nursery() is called instead of with trio.open_nursery() as nursery,2,"No, because the try/except block is for the entire async part and not for each individual id",2,I don't know,0,I don't know,0,1,,,3,4,5,Little effort,High effort,Moderate effort,No,25 minutes,26-30,Bachelor's degree,No,Freelance/contract work,4,4,4,2,2,,,8DfPWVTL,No,Yes,,
COMPLETED,No AI,N34XKV63FN2T,In time (29m 32s),13,35,1.5,23.33333333,16.00,n34xkv63fn2t,7+ years,4-6 years,6 - Daily (as part of my regular work/activities),3 - I can read code using asynchronous functions and understand what is happening,Yes,No,7 - I extensively use AI coding assistants for complex coding projects and have developed,(N) I don't know,(N) I don't know,(N) I don't know,(A) A thread-based function that automatically runs in parallel with other functions,(N) I don't know,0,(A),(N) I don't know,1,8/2/2025 23:25:32,Yes,Yes,(D) The function blocks all other operations until the awaited operation completes,0,"(C) The exception propagates to the parent task, typically causing it to fail",1,"result = nursery.start_soon(example)

And I would add the result type to example",0,Apple Lemon 0range,2,0s,1.0s,0.5s,1.5s,2,"""Task 1 ending"", ""Value Error: Task 2 fails"", ""Main complete""",1,(A) 0.1s,"It should be using nursery.start_soon(process_item,item). I don't know what will happen otherwise.",1,"*yawn* Going to sleep
Woke up after 6 seconds!",0,I don't know,0,The async is missing before with trio.open_nursery(),2,"The async with is missing before trio.open_nursery(), and the nursery.start_soon should be inside the open_nursery() as nursery: block",2,This implementation will crash the whole program instead of just handling the odd numbers,2,"It fires a function concurrently with the following functions in the nursery, returning None",2,The await keyword prevents the code to keep executing the next lines until the awaited function finishes executing.,1,1,,,5,6,6,Very high effort,Very high effort,Very high effort,No,1h40m,26-30,Bachelor's degree,No,"At work as a professional developer, Personal projects and hobbies, Freelance/contract work",4,5,4,1,2,,,L1H4-uIH,No,Yes,,
COMPLETED,No AI,TJHMPJJCK66T,In time (25m 39s),3,14,2,7,13.00,TJHMPJJCK66T,7+ years,1-3 years,5 - Frequently (several times a week),2 - I understand asynchronous functions conceptually,No,No,3 - I occasionally use AI coding assistants for simple coding tasks or examples,(B) It allows for concurrent execution of I/O-bound tasks without blocking,(C) The function creates a new thread to handle the awaited operation,(C) Because errors in one async task should not crash the entire application,"(C) A function that can be paused and resumed, allowing other code to run during pauses",(C) A message queue system used to pass data between different asynchronous processes,3,(A),(C),2,8/3/2025 11:18:43,No,Yes,(B) The function pauses execution and allows other tasks to run until the awaited operation completes,1,(B) The parent task is notified but continues to run,0,I would call nursery.start_soon() with the name of this function as the argument (i.e. nursery.start_soon(example),0,Apple Lemon Orange,2,0s,1.0s,1.5s,2.5s,1,"""Task 1 ending"", ""Value Error: Task 2 fails"", ""Main complete""",1,(A) 0.1s,"process_item() is not called with nursery (nursery.start_soon(process_item, item). The function will be called immediately, so the code is not asynchronous",2,"*yawn* Going to sleep
Woke up after 6000 seconds!

time.perf_counter() counts in milliseconds, not seconds.",0,"The value stored in all_data is likely incorrect - it is storing the entire dictionary from fetch_data, so an entry would look like

1: {'id': 1, 'data': 'User data for 1'}",0,"There is no guarantee that foo() will finish before 'Task complete' is finished, because of the sleep() call, so the output will look like 
""Start""
""Task complete""
""End""",0,"nursery is not open in an await with ..., so the task will not run",0,"No, the ValueError being thrown will stop execution of the async code. This means that as soon as a user_id is not even, the code will stop, ""ValueError"" will be printed, and the results dict will not contain any values (as the first user_id = 1)",2,The function returns None. The nursery calls the async function and continues to execute the rest of the code while this function runs to completion.,2,await' is used when starting asynchronous tasks in the nursery. It tells the code that it should continue to run while the async tasks/functions/etc run and return. It was used in this coding task to call the async functions and continue to run while these tasks completed. It should not be used when there is no asynchronous code to run,2,1,,,1,4,5,High effort,High effort,High effort,No,20,45+,Doctoral degree,No,"At work as a professional developer, Personal projects and hobbies, Freelance/contract work",5,5,4,1,1,,,c8gm-P3p,No,Yes,,
COMPLETED,No AI,FJDRGEZ3FFEP,In time (24m 30s),9,22,2,11,24.50,FJDRGEZ3FFEP,7+ years,1-3 years,4 - Regularly (once or twice a week),4 - I have run code using asynchronous functions but haven't written any myself,No,No,3 - I occasionally use AI coding assistants for simple coding tasks or examples,(B) It allows for concurrent execution of I/O-bound tasks without blocking,(D) The function blocks all other operations until the awaited operation completes,(A) Because async functions cannot use traditional try/except blocks,(A) A thread-based function that automatically runs in parallel with other functions,"(B) A synchronization primitive that maintains a set of permits, limiting the number of concurrent accesses to a shared resource",2,(A),(C),2,8/4/2025 16:11:09,Yes,Yes,(B) The function pauses execution and allows other tasks to run until the awaited operation completes,1,"(C) The exception propagates to the parent task, typically causing it to fail",1,"Use a shared variable instead of a return, then just call it with nuserery.start_soon(example)",1,Apple Lemon Orange,2,0s,1.0s,0.5s,1.5s,2,"""Value Error: Task 2 fails"", ""Main complete""",1.5,(A) 0.1s,"It is not running concurrently, it will wait for each to item to finish before starting the next one",2,It will print 0 or something close to 0 because it is not using away when running trio.sleep(),2,"When calling fetch_data, it should have the keyword await in front of it because the function is async",2,not using async when calling open_nursery(),2,also not using async and not using with when running open_nursery(),2,"No, if there is an error in one of the get_user_id calls it stops the entire nursery",2,"It starts the function in another thread, it returns nothing",2,"It waits for an async function to return, allowing other tasks to run while it is waiting. It was mainly used when using the trio.sleep() function or other functions that used sleep.",2,1,,,2,4,6,Little effort,Moderate effort,Moderate effort,No,25,31-35,Some college (no degree),Yes - College,"In school/university courses, Personal projects and hobbies, Freelance/contract work",3,2,4,3,3,,,XLcxcJIM,No,Yes,,
COMPLETED,No AI,CKJ9MFEANGQP,In time (17m 43s),2,10,2,5,18.00,CKJ9MFEANGQP,7+ years,4-6 years,4 - Regularly (once or twice a week),6 - I have significant experience writing and debugging asynchronous functions,Yes,No,7 - I extensively use AI coding assistants for complex coding projects and have developed,(B) It allows for concurrent execution of I/O-bound tasks without blocking,(D) The function blocks all other operations until the awaited operation completes,(C) Because errors in one async task should not crash the entire application,"(C) A function that can be paused and resumed, allowing other code to run during pauses","(B) A synchronization primitive that maintains a set of permits, limiting the number of concurrent accesses to a shared resource",4,(A),(C),2,8/4/2025 21:24:57,Yes,Yes,(D) The function blocks all other operations until the awaited operation completes,0,"(C) The exception propagates to the parent task, typically causing it to fail",1,"async with trio.open_nursery() as nursery:
    result = nursery.start_soon(example)

Not 100% certain if this would work, it is also possible we would need to modify example to save the result to a shared ""results"" object within the nursery. Would need to check docs.",2,Apple\nLemon\nOrange,2,0s,1.0s,0.5s,1.5s,2,"""Value Error: Task 2 fails""",2,(A) 0.1s,"Not sure, but the async with trio seems unnecessary?",0,I don't know,0,We need to await fetch_data,2,I don't know,0,trio.sleep doesn't run in a nursery (which I assume will cause an error),0,"No, this would only catch the first error thrown and then stop the execution of all other tasks in the nursery. They need to move it inside the for loop to catch individual errors.",2,As far as I'm aware it has a void return; would need to check docs,2,Its used to explicitly block execution within a task. It's useful to explicitly sleeping / delaying execution of certain things but should be avoided when you want tasks to be run concurrently.,3,1,,,5,2,3,Very little effort,Little effort,Moderate effort,No,15 min,22-25,Bachelor's degree,Yes - Advanced Degree,"At work as a professional developer, In school/university courses, Personal projects and hobbies",4,5,4,1,2,,,fptHCn07,No,Yes,,
COMPLETED,AI,HKWHMDQCTYC6,In time (29m 55s),13,17,2,8.5,11.00,hkwhmdqctyc6,4-6 years,4-6 years,4 - Regularly (once or twice a week),5 - I have written basic code using asynchronous functions,Yes,No,5 - I frequently integrate AI coding assistants into my coding workflow for various tasks,(B) It allows for concurrent execution of I/O-bound tasks without blocking,(B) The function pauses execution and allows other tasks to run until the awaited operation completes,(C) Because errors in one async task should not crash the entire application,"(C) A function that can be paused and resumed, allowing other code to run during pauses",(C) A message queue system used to pass data between different asynchronous processes,4,(A),(C),2,8/5/2025 20:55:57,Yes,Yes,(B) The function pauses execution and allows other tasks to run until the awaited operation completes,1,"(C) The exception propagates to the parent task, typically causing it to fail",1,"use trio.open_nursery() as nursery in an async with block, then call nursery.start_soon(example)",1,Apple,0,0s,1.0s,0.5s,1.5s,2,"""Task 1 ending"", ""Task 3 ending"", ""Main complete""",0,(A) 0.1s,"Having nothing to await, the process_item coroutine definition will cause an error.",0,"an error (or 0 seconds- not entirely sure), as there is a missing `await` on the `trio.sleep()` call",2,"`process_one_user` is not a valid coroutine, with no `await` for the `fetch_data` coroutine call",2,"""End"" will not print before `main` is completed",0,"`process_task` will not complete its sleep before `main`, so `results` will still be empty.",0,i don't know,0,a coroutine,0,"`await` pauses execution while a task completes, allowing other processes to carry on in the meantime.
`await` was used to sleep tasks for variable times and run different tasks concurrently.
you should avoid using it when not running an awaitable routine.",2,6,7,"Generating code, Debugging errors",2,5,3,High effort,Very little effort,High effort,No,30mins,35-45,Bachelor's degree,Yes - Other,"At work as a professional developer, In school/university courses, Personal projects and hobbies",3,3,3,3,3,,i don't know,Kv2DedqC,No,Yes,,
